Магазин,Адресс,Категория,Подкатегория,Наименование товара,Цена со скидкой,Цена без скидки,Ссылка на товар
Лента,-,Сладости,Шоколад и батончики,Батончик Snaq Fabriq шоколадный кокос глазированный 40 г,84.29,69.99,https://sbermarket.ru//lenta/batonchik-snaq-fabriq-shokoladnyy-kokos-glazirovannyy-40-g-299687f?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Kinder Chocolate Maxi молочный 21 г,-,34.49,https://sbermarket.ru//lenta/shokolad-kinder-chocolate-maxi-molochnyy-21-g-226a754?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад N Nature темный с миндалем 80 г,176.89,99.99,https://sbermarket.ru//lenta/shokolad-n-nature-temnyy-s-mindalem-80-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Априори темный с клубникой 100 г,147.39,119.99,https://sbermarket.ru//lenta/shokolad-apriori-temnyy-s-klubnikoy-100-g-fa792b9?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколадный батончик Snaq Fabriq фундук-карамель протеиновый...,94.79,74.99,https://sbermarket.ru//lenta/shokoladnyy-batonchik-snaq-fabriq-funduk-karamel-proteinovyy-50-g-86ea316?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик в шоколаде Snaq Fabriq кокос-манго-маракуйя 40 г,84.29,69.99,https://sbermarket.ru//lenta/batonchik-v-shokolade-snaq-fabriq-kokos-mango-marakuyya-40-g-323649e?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Lambertz Pina Collada молочный с трюфелем 100 г,-,189.49,https://sbermarket.ru//lenta/shokolad-lambertz-pina-collada-molochnyy-s-tryufelem-100-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Априори горький миндаль-клюква 100 г,210.59,179.99,https://sbermarket.ru//lenta/shokolad-apriori-gor-kiy-mindal-klyukva-100-g-b50a567?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик FitnessShock Соленая карамель и арахис без сахара...,131.59,99.99,https://sbermarket.ru//lenta/batonchik-fitnessshock-solenaya-karamel-i-arahis-bez-sahara-50-g-4d88dd5?sid=57
Лента,-,Сладости,Шоколад и батончики,Плитка Trapa молочный шоколад с фундуком и со стевией 27%...,105.29,79.99,https://sbermarket.ru//lenta/plitka-trapa-molochnyy-shokolad-s-fundukom-i-so-steviey-27-75-g-118d754?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик ФрутоНяня Яблоко-банан-клубника злаково-фруктовый...,-,52.49,https://sbermarket.ru//lenta/batonchik-frutonyanya-yabloko-banan-klubnika-zlakovo-fruktovyy-s-12-mesyatsev-25-g-4317f08?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад N Nature молочный с фундуком 80 г,168.49,99.99,https://sbermarket.ru//lenta/shokolad-n-nature-molochnyy-s-fundukom-80-g-3ca3ce6?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Джумка вафельный с мягкой карамелью и воздушной...,-,37.99,https://sbermarket.ru//lenta/batonchik-dzhumka-vafel-nyy-s-myagkoy-karamel-yu-i-vozdushnoy-kukuruzoy-37-g-c7541ba?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик BombBar Фисташковый пломбир протеиновый 60 г,157.89,119.99,https://sbermarket.ru//lenta/batonchik-bombbar-fistashkovyy-plombir-proteinovyy-60-g-d384a9d?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Вау Мяу! молочный со сливочной начинкой 45 г,47.39,39.99,https://sbermarket.ru//lenta/shokolad-vau-myau-molochnyy-so-slivochnoy-nachinkoy-45-g-e06b666?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколадный шар Chupa Chups с сюрпризом 20 г в ассортименте...,122.69,116.56,https://sbermarket.ru//lenta/shokoladnyy-shar-chupa-chups-s-syurprizom-20-g-v-assortimente-model-po-nalichiyu-dd9ae43?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Победа Вкуса молочный с фундуком 90 г,221.09,179.99,https://sbermarket.ru//lenta/shokolad-pobeda-vkusa-molochnyy-s-fundukom-90-g-4aaccb9?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Победа Вкуса 100% Charged Slim & Fit молочный 100 г,201.59,159.99,https://sbermarket.ru//lenta/shokolad-pobeda-vkusa-100-charged-slim-fit-molochnyy-100-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Snaq Fabriq молочный кокос-ананас 40 г,84.29,69.99,https://sbermarket.ru//lenta/batonchik-snaq-fabriq-molochnyy-kokos-ananas-40-g-6fcbbca?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад молочный 80 г,-,47.39,https://sbermarket.ru//lenta/shokolad-molochnyy-80-g-c4c6799?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Выбор Семьи молочный с арахисом-кукурузными...,57.89,44.99,https://sbermarket.ru//lenta/shokolad-vybor-sem-i-molochnyy-s-arahisom-kukuruznymi-hlop-yami-80-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик BombBar Фисташковая меренга в шоколаде протеиновый...,94.79,79.99,https://sbermarket.ru//lenta/batonchik-bombbar-fistashkovaya-merenga-v-shokolade-proteinovyy-40-g-9eeea13?sid=57
Лента,-,Сладости,Шоколад и батончики,Паста 365 Дней шоколадно-ореховая 350 г,-,139.99,https://sbermarket.ru//lenta/pasta-365-dney-shokoladno-orehovaya-350-g-30765a0?sid=57
Лента,-,Сладости,Шоколад и батончики,Плитка Lindt Excellence белый шоколад с ванилью 100 г,631.59,399.99,https://sbermarket.ru//lenta/plitka-lindt-excellence-belyy-shokolad-s-vanil-yu-100-g-af665ea?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад 365 дней пористый молочный 65 г,-,26.39,https://sbermarket.ru//lenta/shokolad-365-dney-poristyy-molochnyy-65-g-e613ce1?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик BombBar Банановый пудинг в шоколаде протеиновый 40...,94.79,79.99,https://sbermarket.ru//lenta/batonchik-bombbar-bananovyy-puding-v-shokolade-proteinovyy-40-g-b9e4ba2?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Di&Di Dr. Amaranth амарантовый с ванильной...,-,26.39,https://sbermarket.ru//lenta/batonchik-di-di-dr-amaranth-amarantovyy-s-vanil-noy-nachinkoy-v-glazuri-19-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Фруктовая Энергия Фрутилад апельсин-брусника 30 г,-,47.39,https://sbermarket.ru//lenta/batonchik-fruktovaya-energiya-frutilad-apel-sin-brusnika-30-g-3a4af58?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Славянка Степ молочный с ананасом кокосом арахисом...,73.69,39.99,https://sbermarket.ru//lenta/shokolad-slavyanka-step-molochnyy-s-ananasom-kokosom-arahisom-i-karamel-yu-85-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколадный батончик Chikalab Chika Layers Лесной орех с...,167.89,134.99,https://sbermarket.ru//lenta/shokoladnyy-batonchik-chikalab-chika-layers-lesnoy-oreh-s-karamel-yu-60-g-06913b4?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Виталад Земляничный 40 г,-,21.09,https://sbermarket.ru//lenta/batonchik-vitalad-zemlyanichnyy-40-g-c5aaa80?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Априори темный с мятой 100 г,147.39,119.99,https://sbermarket.ru//lenta/shokolad-apriori-temnyy-s-myatoy-100-g-0e2f262?sid=57
Лента,-,Сладости,Шоколад и батончики,Конфеты вафельные Степ Mix с карамелью-изюмом-арахисом в...,126.32,91.78,https://sbermarket.ru//lenta/konfety-vafel-nye-step-mix-s-karamel-yu-izyumom-arahisom-v-glazuri-783d03e?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик-мюсли Crony кокос-шоколад 50 г,94.79,64.99,https://sbermarket.ru//lenta/batonchik-myusli-crony-kokos-shokolad-50-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Леовит Champ! протеиновый банан 45 г,70.49,49.99,https://sbermarket.ru//lenta/batonchik-leovit-champ-proteinovyy-banan-45-g-b875618?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Агуша фруктовый яблоко-клубника-злаки с 12 месяцев...,50.99,42.99,https://sbermarket.ru//lenta/batonchik-agusha-fruktovyy-yabloko-klubnika-zlaki-s-12-mesyatsev-15-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Chikalab Хрустящее печенье в шоколаде протеиновый...,168.49,139.99,https://sbermarket.ru//lenta/batonchik-chikalab-hrustyaschee-pechenie-v-shokolade-proteinovyy-60-g-ae8e548?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Chikalab Chikabar протеиновый кокосовый с...,164.19,139.99,https://sbermarket.ru//lenta/batonchik-chikalab-chikabar-proteinovyy-kokosovyy-s-shokoladnoy-nachinkoy-60-g-4469393?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Лента Life с курагой и кокосом 33 г,42.19,34.99,https://sbermarket.ru//lenta/batonchik-lenta-life-s-kuragoy-i-kokosom-33-g-3c1c3d4?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Победа Вкуса Charget темный с цельным фундуком 90 г,-,221.09,https://sbermarket.ru//lenta/shokolad-pobeda-vkusa-charget-temnyy-s-tsel-nym-fundukom-90-g-f8ac145?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Славянка Степ молочный манго-арахис-карамель 85 г,73.69,39.99,https://sbermarket.ru//lenta/shokolad-slavyanka-step-molochnyy-mango-arahis-karamel-85-g-5d2478e?sid=57
Лента,-,Сладости,Шоколад и батончики,"Батончик Soj Rest шоколадный с арахисом, изюмом и кукурузой...",57.89,34.99,https://sbermarket.ru//lenta/batonchik-soj-rest-shokoladnyy-s-arahisom-izyumom-i-kukuruzoy-52-g-cb8d81b?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Karl Fazer молочный 200 г,631.59,499.99,https://sbermarket.ru//lenta/shokolad-karl-fazer-molochnyy-200-g-8149a46?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Smart bar Двойной шоколад протеиновый в темной...,51.59,49.01,https://sbermarket.ru//lenta/batonchik-smart-bar-dvoynoy-shokolad-proteinovyy-v-temnoy-glazuri-40-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколадный батончик Chikalab Chika Layers Соленая карамель...,168.49,134.99,https://sbermarket.ru//lenta/shokoladnyy-batonchik-chikalab-chika-layers-solenaya-karamel-i-arahis-60-g-7c738eb?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Chikalab глазированный нуга с малиной 50 г,152.69,119.99,https://sbermarket.ru//lenta/batonchik-chikalab-glazirovannyy-nuga-s-malinoy-50-g-3a58927?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Воздушный темный пористый 85 г,129.03,79.99,https://sbermarket.ru//lenta/shokolad-vozdushnyy-temnyy-poristyy-85-g-81915b4?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Bitey Яблоко-малина 25 г,59.99,39.99,https://sbermarket.ru//lenta/batonchik-bitey-yabloko-malina-25-g-3d8689c?sid=57
Лента,-,Сладости,Шоколад и батончики,Паста Dolce Albero шоколадно-ореховая с фундуком 330 г,421.09,349.99,https://sbermarket.ru//lenta/pasta-dolce-albero-shokoladno-orehovaya-s-fundukom-330-g-53b4697?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Karl Fazer молочный с цельным фундуком 200 г,631.59,499.99,https://sbermarket.ru//lenta/shokolad-karl-fazer-molochnyy-s-tsel-nym-fundukom-200-g-e65888d?sid=57
Лента,-,Сладости,Шоколад и батончики,Плитка Lindt Excellence горький шоколад классический 100 г,631.59,399.99,https://sbermarket.ru//lenta/plitka-lindt-excellence-gor-kiy-shokolad-klassicheskiy-100-g-d1da19a?sid=57
Лента,-,Сладости,Шоколад и батончики,Яйцо Kinder Joy с игрушкой 20 г,-,115.79,https://sbermarket.ru//lenta/yaytso-kinder-joy-s-igrushkoy-20-g-db7ac9a?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Soj протеиновый вишневый брауни 40 г,105.29,74.99,https://sbermarket.ru//lenta/batonchik-soj-proteinovyy-vishnevyy-brauni-40-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Голицин молочный с дробленым орехом и фруктозой 60 г,115.79,94.99,https://sbermarket.ru//lenta/shokolad-golitsin-molochnyy-s-droblenym-orehom-i-fruktozoy-60-g-25358eb?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Агуша Полезный перекус фруктовый яблоко и груша 15...,50.99,42.99,https://sbermarket.ru//lenta/batonchik-agusha-poleznyy-perekus-fruktovyy-yabloko-i-grusha-15-g-2ea9881?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик ФрутоНяня злаково-фруктовый яблоко персик малина...,-,52.49,https://sbermarket.ru//lenta/batonchik-frutonyanya-zlakovo-fruktovyy-yabloko-persik-malina-25-g-76cfba1?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик мюсли DiaDar ДиYes черника без сахара 25 г,-,36.89,https://sbermarket.ru//lenta/batonchik-myusli-diadar-diyes-chernika-bez-sahara-25-g-c8bfb6a?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколадное яйцо Золотое Правило С Пасхой 25 г,-,147.39,https://sbermarket.ru//lenta/shokoladnoe-yaytso-zolotoe-pravilo-s-pashoy-25-g-585a6dd?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Soj Kernel злаковый с клубникой в молочном...,52.69,39.99,https://sbermarket.ru//lenta/batonchik-soj-kernel-zlakovyy-s-klubnikoy-v-molochnom-shokolade-50-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Ritter Sport Ореховый десерт молочный 250 г,-,484.29,https://sbermarket.ru//lenta/shokolad-ritter-sport-orehovyy-desert-molochnyy-250-g-62c1eca?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Chikalab Chikabar протеиновый арахис-карамель 60 г,168.49,139.99,https://sbermarket.ru//lenta/batonchik-chikalab-chikabar-proteinovyy-arahis-karamel-60-g-f8bcd1c?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Умные Сладости шоколадный со сливочной начинкой 20...,-,38.69,https://sbermarket.ru//lenta/batonchik-umnye-sladosti-shokoladnyy-so-slivochnoy-nachinkoy-20-g-185766b?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Chikalab Клубника со сливками протеиновый...,168.49,139.99,https://sbermarket.ru//lenta/batonchik-chikalab-klubnika-so-slivkami-proteinovyy-glazirovannyy-60-g-329e1c4?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Ritter Sport молочный цельный лесной орех и хлопья...,-,484.29,https://sbermarket.ru//lenta/shokolad-ritter-sport-molochnyy-tsel-nyy-lesnoy-oreh-i-hlop-ya-250-g-5615d7f?sid=57
Лента,-,Сладости,Шоколад и батончики,Яйцо KidsBox Буба десерт кондитерская глазурь с подарком 20...,-,94.69,https://sbermarket.ru//lenta/yaytso-kidsbox-buba-desert-konditerskaya-glazur-s-podarkom-20-g-94b5adf?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик-мюсли BombBar арахис 45 г,57.89,44.99,https://sbermarket.ru//lenta/batonchik-myusli-bombbar-arahis-45-g-996a81e?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад N Nature молочный с карамелью 80 г,168.49,99.99,https://sbermarket.ru//lenta/shokolad-n-nature-molochnyy-s-karamel-yu-80-g-437b797?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Победа Вкуса сливочный с кусочками вишни 250 г,336.89,229.99,https://sbermarket.ru//lenta/shokolad-pobeda-vkusa-slivochnyy-s-kusochkami-vishni-250-g-ba00ce2?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Soj протеиновый малиновый чизкейк 40 г,105.29,74.99,https://sbermarket.ru//lenta/batonchik-soj-proteinovyy-malinovyy-chizkeyk-40-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Победа Вкуса молочный пористый 180 г,299.99,249.99,https://sbermarket.ru//lenta/shokolad-pobeda-vkusa-molochnyy-poristyy-180-g-1a64df3?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Premium Club молочный с фундуком 100 г,147.39,119.99,https://sbermarket.ru//lenta/shokolad-premium-club-molochnyy-s-fundukom-100-g-22c8691?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Take А Bitey яблоко-банан 25 г,59.99,39.99,https://sbermarket.ru//lenta/batonchik-take-a-bitey-yabloko-banan-25-g-737cd63?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик O'Zera молочный с желейной начинкой из манго 50 г,-,72.98,https://sbermarket.ru//lenta/batonchik-o-zera-molochnyy-s-zheleynoy-nachinkoy-iz-mango-50-g-83faf86?sid=57
Лента,-,Сладости,Шоколад и батончики,Яйцо Шоки Токи Ми Мимишки из молочного шоколада с сюрпризом...,-,94.79,https://sbermarket.ru//lenta/yaytso-shoki-toki-mi-mimishki-iz-molochnogo-shokolada-s-syurprizom-20-g-4627a02?sid=57
Лента,-,Сладости,Шоколад и батончики,Плитка Монетный двор Маша и Медведь Шоколадный пазл...,-,168.49,https://sbermarket.ru//lenta/plitka-monetnyy-dvor-masha-i-medved-shokoladnyy-pazl-molochnyy-shokolad-75-g-532cb50?sid=57
Лента,-,Сладости,Шоколад и батончики,Яйцо Zaini Rainbow Winx шоколадное с сюрпризом 20 г,93.39,69.89,https://sbermarket.ru//lenta/yaytso-zaini-rainbow-winx-shokoladnoe-s-syurprizom-20-g-e6b4851?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик 365 дней шоколадный 50 г,-,24.29,https://sbermarket.ru//lenta/batonchik-365-dney-shokoladnyy-50-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Fazer молочный с крошкой из соленой мягкой карамели...,-,599.99,https://sbermarket.ru//lenta/shokolad-fazer-molochnyy-s-kroshkoy-iz-solenoy-myagkoy-karameli-180-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Агуша фруктовый яблоко малина ежевика 15 г,50.99,42.99,https://sbermarket.ru//lenta/batonchik-agusha-fruktovyy-yabloko-malina-ezhevika-15-g-25339bb?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколадное яйцо Домашние питомцы с наклейкой 20 г,94.79,59.99,https://sbermarket.ru//lenta/shokoladnoe-yaytso-domashnie-pitomtsy-s-nakleykoy-20-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Умные Сладости со сливочной начинкой в белой...,-,44.29,https://sbermarket.ru//lenta/batonchik-umnye-sladosti-so-slivochnoy-nachinkoy-v-beloy-glazuri-20-g-0cc698c?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Агуша Полезный перекус яблоко-банан с 12 месяцев...,50.99,42.99,https://sbermarket.ru//lenta/batonchik-agusha-poleznyy-perekus-yabloko-banan-s-12-mesyatsev-15-g-add0203?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Chikalab молочный с шоколадной начинкой 100 г,247.39,184.99,https://sbermarket.ru//lenta/shokolad-chikalab-molochnyy-s-shokoladnoy-nachinkoy-100-g-577a1ac?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик мюсли DiaDar ДиYes вишня без сахара 25 г,-,36.89,https://sbermarket.ru//lenta/batonchik-myusli-diadar-diyes-vishnya-bez-sahara-25-g-c4d9417?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик мюсли Musler Кокос в темной глазури 30 г,-,26.39,https://sbermarket.ru//lenta/batonchik-myusli-musler-kokos-v-temnoy-glazuri-30-g-455e7ae?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Славянка Настоящий молочный 200 г,231.59,169.99,https://sbermarket.ru//lenta/shokolad-slavyanka-nastoyaschiy-molochnyy-200-g-b1d71b6?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Big star злаковый с соленой карамелью 40 г,51.59,34.99,https://sbermarket.ru//lenta/batonchik-big-star-zlakovyy-s-solenoy-karamel-yu-40-g-fd930db?sid=57
Лента,-,Сладости,Шоколад и батончики,Яйцо Конфитрейд шоколадное Шоки Токи Щенячий патруль 20 г,-,94.69,https://sbermarket.ru//lenta/yaytso-konfitreyd-shokoladnoe-shoki-toki-schenyachiy-patrul-20-g-f957ebe?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Леовит Champ! протеиновый 17% карамельный 45 г,70.49,49.99,https://sbermarket.ru//lenta/batonchik-leovit-champ-proteinovyy-17-karamel-nyy-45-g-78d31ed?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик-мюсли Леовит Мой лайк Апельсин для тонуса 25 г,-,23.19,https://sbermarket.ru//lenta/batonchik-myusli-leovit-moy-layk-apel-sin-dlya-tonusa-25-g-f38d2f8?sid=57
Лента,-,Сладости,Шоколад и батончики,Плитка Победа Вкуса Сливочная молочный шоколад из сливок и...,273.69,229.99,https://sbermarket.ru//lenta/plitka-pobeda-vkusa-slivochnaya-molochnyy-shokolad-iz-slivok-i-tsel-nogo-moloka-250-g-b29e2e3?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Merci темный с цельным лесным орехом 100 г,-,252.69,https://sbermarket.ru//lenta/shokolad-merci-temnyy-s-tsel-nym-lesnym-orehom-100-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Фрутилад фруктовая энергия с облепихой 30 г,-,47.39,https://sbermarket.ru//lenta/batonchik-frutilad-fruktovaya-energiya-s-oblepihoy-30-g-d99d7ad?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Фрутилад Фруктовая Энергия Финиковый с арахисом 42...,-,47.39,https://sbermarket.ru//lenta/batonchik-frutilad-fruktovaya-energiya-finikovyy-s-arahisom-42-g-2b6fc6a?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Фрутилад банановый с клубникой 30 г,-,47.39,https://sbermarket.ru//lenta/batonchik-frutilad-bananovyy-s-klubnikoy-30-g-7e147f8?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Wellness фундук-фисташки-клубника 50 г,-,136.89,https://sbermarket.ru//lenta/shokolad-wellness-funduk-fistashki-klubnika-50-g-8a5a991?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Bite протеиновый глазированный шоколад 50 г,110.59,79.99,https://sbermarket.ru//lenta/batonchik-bite-proteinovyy-glazirovannyy-shokolad-50-g-5cf5712?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Chikalab Тирамису протеиновый 60 г,168.49,139.99,https://sbermarket.ru//lenta/batonchik-chikalab-tiramisu-proteinovyy-60-g-f0d6421?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Take a Bite протеиновый глазированный фисташка 50 г,110.59,79.99,https://sbermarket.ru//lenta/batonchik-take-a-bite-proteinovyy-glazirovannyy-fistashka-50-g-e73ec3a?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик BombBar Арахисовая паста 70 г,168.49,134.99,https://sbermarket.ru//lenta/batonchik-bombbar-arahisovaya-pasta-70-g-0f612d0?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Henry Lambertz молочный с корицей 100 г,-,199.99,https://sbermarket.ru//lenta/shokolad-henry-lambertz-molochnyy-s-koritsey-100-g-e22f6c1?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Soj Kernel мультизлаковый с медом в молочном...,52.69,39.99,https://sbermarket.ru//lenta/batonchik-soj-kernel-mul-tizlakovyy-s-medom-v-molochnom-shokolade-50-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Десерт с подарком KidsBox Ми - Ми - Мишки 20 г,-,94.79,https://sbermarket.ru//lenta/desert-s-podarkom-kidsbox-mi-mi-mishki-20-g-278fcb9?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик KDV Jets с печеньем и мягкой карамелью...,-,25.99,https://sbermarket.ru//lenta/batonchik-kdv-jets-s-pecheniem-i-myagkoy-karamel-yu-glazirovannyy-42-g-5fbe833?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик злаковый Ego fitness банан с молочным шоколадом с...,-,50.59,https://sbermarket.ru//lenta/batonchik-zlakovyy-ego-fitness-banan-s-molochnym-shokoladom-s-vitaminami-zhelezom-27-g-dd658df?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Bite протеиновый лесной орех-шоколад 50 г,110.59,79.99,https://sbermarket.ru//lenta/batonchik-bite-proteinovyy-lesnoy-oreh-shokolad-50-g-f874b8f?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Фрутилад фруктовая энергия только фрукты 30 г,-,47.39,https://sbermarket.ru//lenta/batonchik-frutilad-fruktovaya-energiya-tol-ko-frukty-30-g-b4e114a?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Bite протеиновый банан-миндаль 50 г,110.59,79.99,https://sbermarket.ru//lenta/batonchik-bite-proteinovyy-banan-mindal-50-g-d8689c7?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Snaq Fabriq кукурузно-овсяный банан 50 г,63.19,49.99,https://sbermarket.ru//lenta/batonchik-snaq-fabriq-kukuruzno-ovsyanyy-banan-50-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Soj Kernel мультизлаковый с клюквой в молочном...,52.69,39.99,https://sbermarket.ru//lenta/batonchik-soj-kernel-mul-tizlakovyy-s-klyukvoy-v-molochnom-shokolade-50-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Ол'Лайт клубника 30 г,-,47.39,https://sbermarket.ru//lenta/batonchik-ol-layt-klubnika-30-g-c3a7c36?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Ол'Лайт фруктово-ореховый с инжиром 30 г,-,47.39,https://sbermarket.ru//lenta/batonchik-ol-layt-fruktovo-orehovyy-s-inzhirom-30-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик-мюсли Crony клюква 50 г,94.79,64.99,https://sbermarket.ru//lenta/batonchik-myusli-crony-klyukva-50-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Плитка Karl Fazer молочный шоколад с изюмом и фундуком 200 г,631.59,499.99,https://sbermarket.ru//lenta/plitka-karl-fazer-molochnyy-shokolad-s-izyumom-i-fundukom-200-g-3fe6f3d?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик FitnesShock Фундук-карамель 50 г,115.79,89.99,https://sbermarket.ru//lenta/batonchik-fitnesshock-funduk-karamel-50-g-2ead316?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик 365 дней с молочной начинкой в глазури 50 г,-,26.39,https://sbermarket.ru//lenta/batonchik-365-dney-s-molochnoy-nachinkoy-v-glazuri-50-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Snaq Fabriq кукурузно-овсяный клюква 40 г,63.19,49.99,https://sbermarket.ru//lenta/batonchik-snaq-fabriq-kukuruzno-ovsyanyy-klyukva-40-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Шоколад Победа Вкуса молочный с миндалем 90 г,221.09,179.99,https://sbermarket.ru//lenta/shokolad-pobeda-vkusa-molochnyy-s-mindalem-90-g-5239cfa?sid=57
Лента,-,Сладости,Шоколад и батончики,Батончик Леовит мультизлаковый с черникой и лютеином 30 г,36.99,35.14,https://sbermarket.ru//lenta/batonchik-leovit-mul-tizlakovyy-s-chernikoy-i-lyuteinom-30-g?sid=57
Лента,-,Сладости,Шоколад и батончики,Плитка Karl Fazer темная с цельным фундуком 200 г,631.59,499.99,https://sbermarket.ru//lenta/plitka-karl-fazer-temnaya-s-tsel-nym-fundukom-200-g-f821b68?sid=57
